age,gender,race,police_dept,disposition,year,month,day,city,state,county,cause_of_death,criminal_charges,symptoms_of_mental_illness,lat.x,lng.x,lat.y,lng.y,state_name,id,estimate_households_total,estimate_households_total_less_than_10_000,estimate_households_total_10_000_to_14_999,estimate_households_total_15_000_to_24_999,estimate_households_total_25_000_to_34_999,estimate_households_total_35_000_to_49_999,estimate_households_total_50_000_to_74_999,estimate_households_total_75_000_to_99_999,estimate_households_total_100_000_to_149_999,estimate_households_total_150_000_to_199_999,estimate_households_total_200_000_or_more,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,disparity_value,income_class,total_pop,white,prop_white,black,prop_black,asian,prop_asian,am_in_alask,prop_am_in_alask,hawaii_pi,prop_hawaii_pi,other,prop_other
37,Male,White,"Stevens County Sheriff's Office, Traverse County Sheriff's Office, Grant County Sheriff's Office, Morris Police Department, Wheaton Police Department, Minnesota State Patrol",Pending investigation/No Known Charges,2016,10,28,Herman,MN,Grant,Gunshot,No known charges,Drug or alcohol use,45.8105,-96.1414,45.8105,-96.1414,Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Male,Black,San Antonio Police Department,Pending investigation/No Known Charges,2016,10,27,San Antonio,TX,Bexar,Gunshot,No known charges,No,29.4658,-98.5253,29.4658,-98.5253,Texas,0500000US48029,646352,6.6,3.9,9.1,9.5,13.1,19.7,12.8,14.1,6,5.3,58964,79424,20460,Low,2003554,1552899,77.50721967064527,155244,7.748431038045394,59703,2.9798547980239114,17785,0.8876726057795298,4298,0.2145188000922361,136246,6.800216016139321
32,Male,Black,North Carolina Department of Public Safety,Pending investigation/No Known Charges,2016,10,27,Wadesboro,NC,Anson,Physical restraint,No known charges,No,34.9645,-80.0746,34.9645,-80.0746,North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Male,Hispanic,Georgia State Patrol,Pending investigation/No Known Charges,2016,10,27,Elberton,GA,Elbert,Gunshot,No known charges,Drug or alcohol use,34.1064,-82.8705,34.1064,-82.8705,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Male,White,Billings Police Department,Other justified (Civilian board/Coroner/Medical examiner),2016,10,27,Billings,MT,Yellowstone,Gunshot,No known charges,Yes,45.7891,-108.5524,45.7891,-108.5524,Montana,0500000US30111,69989,4.1,3.4,12.4,7.5,12.8,19.9,11.8,14.5,7.2,6.3,61186,88264,27078,Middle,161300,144096,89.33415995040298,1586,0.9832610043397395,1123,0.6962182269063856,7623,4.725976441413515,0,0,1328,0.8233106013639182
25,Male,Black,Carrollton Police Department,Pending investigation/No Known Charges,2016,10,26,Carrollton,TX,Dallas,Gunshot,No known charges,No,32.989,-96.8999,32.989,-96.8999,Texas,0500000US48113,940587,6.2,3.2,7.7,8.7,14.3,19.3,12.4,14.5,5.6,8.1,61796,91752,29956,Middle,2635516,1580364,59.96412087803679,596492,22.63283546751376,172315,6.538188347177555,12686,0.48134786508600214,1581,0.0599882527747887,203034,7.703766548941459
36,Male,White,Bartlesville Police Department,Pending investigation/No Known Charges,2016,10,26,Bartlesville,OK,Washington,"Gunshot, Taser",No known charges,No,36.7357,-95.9453,36.7357,-95.9453,Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Male,Black,Little Rock Police Department,Pending investigation/No Known Charges,2016,10,25,Little Rock,AR,Pulaski,Gunshot,No known charges,No,34.7256,-92.3576,34.7256,-92.3576,Arkansas,0500000US05119,158000,6.9,5.9,9.4,10.8,15,19.2,9.7,13.3,5.1,4.8,52043,77462,25419,Very Low,391911,216942,55.354914763811166,147026,37.51515012336984,8522,2.1744732860266742,1365,0.3482933625236342,289,0.07374123206544343,7095,1.8103600052052633
25,Female,White,Maryland State Police,Justified by State's Attorney,2016,10,25,Elkton,MD,Cecil,Gunshot,No known charges,No,39.6067,-75.8208,39.6067,-75.8208,Maryland,0500000US24015,38547,5.9,3.3,8.6,8.6,7.5,15.1,16.9,17.5,10.1,6.5,76441,92059,15618,Very High,102855,90092,87.59126926255408,7715,7.5008507121676145,1859,1.8073987652520538,0,0,0,0,369,0.358757474114044
37,Male,White,Lincoln CA Police Department,Justified by District Attorney,2016,10,25,Lincoln,CA,Placer,Gunshot,No known charges,Yes,38.8759,-121.2916,38.8759,-121.2916,California,0500000US06061,147236,2.8,2.5,5.5,5.7,7.4,13.6,13.5,20.8,11.7,16.4,97723,124843,27120,Very High,398329,329697,82.77002176592715,7771,1.9508998842665233,32784,8.230382422570287,2238,0.5618471163284622,700,0.17573412932525626,5421,1.3609353072460202
25,Male,White,Maryland State Police,Justified by State's Attorney,2016,10,25,Elkton,MD,Cecil,Gunshot,No known charges,Yes,39.6067,-75.8208,39.6067,-75.8208,Maryland,0500000US24015,38547,5.9,3.3,8.6,8.6,7.5,15.1,16.9,17.5,10.1,6.5,76441,92059,15618,Very High,102855,90092,87.59126926255408,7715,7.5008507121676145,1859,1.8073987652520538,0,0,0,0,369,0.358757474114044
19,Male,Black,St. Louis Metropolitan Police Department,Pending investigation/No Known Charges,2016,10,24,St. Louis,MO,St. Louis,Gunshot,No known charges,No,38.6358,-90.2451,38.6358,-90.2451,Missouri,0500000US29189,410842,5,2.8,7.7,7.8,11.9,17.7,12.6,16.1,7.8,10.6,70022,103189,33167,High,994205,665587,66.94665587077112,242125,24.35362928168738,45301,4.556504946163015,1790,0.18004335122032178,1640,0.16495591955381436,12581,1.2654331853088647
45,Male,White,"Rochester, MN Police Department",Pending investigation/No Known Charges,2016,10,24,Lanesboro,MN,Fillmore,Gunshot,No known charges,No,43.7181,-91.9719,43.7181,-91.9719,Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Male,Black,Colorado Springs Police Department,Pending investigation/No Known Charges,2016,10,23,Colorado Springs,CO,El Paso,Gunshot,No known charges,No,38.8674,-104.7606,38.8674,-104.7606,Colorado,0500000US08041,265798,4.4,2.8,6.3,7.3,11.5,19.6,14.7,17.4,8.5,7.6,72830,93351,20521,High,720403,570068,79.13181927337892,45784,6.355331668524424,20001,2.7763626747806436,6960,0.9661259045284375,2263,0.3141297301649216,28083,3.898234738056338
38,Male,White,Kentucky State Police,Pending investigation/No Known Charges,2016,10,23,Edmonton,KY,Metcalfe,Gunshot,No known charges,No,36.9854,-85.6193,36.9854,-85.6193,Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Male,Pacific Islander,Murrieta Police Department,Pending investigation/No Known Charges,2016,10,22,Lake Elsinore,CA,Riverside,Gunshot,No known charges,No,33.6847,-117.3344,33.6847,-117.3344,California,0500000US06065,734948,5,3.7,7.2,6.9,11,17.2,13.5,18.4,8.6,8.4,73260,95564,22304,High,2470546,1478117,59.82956803880599,163542,6.619670307697165,172785,6.993798132072829,20934,0.8473430569598785,8695,0.35194649279956736,517882,20.96224883082525
21,Male,White,Shelby County Sheriff's Office,Pending investigation/No Known Charges,2016,10,22,Sterrett,AL,Shelby,Gunshot,No known charges,Yes,33.449,-86.4645,33.449,-86.4645,Alabama,0500000US01117,84048,3.9,2.8,7.4,6.8,10.8,17.9,13.4,19.7,8,9.2,75614,101601,25987,Very High,217702,173941,79.89866882251886,27252,12.518029232620739,4070,1.8695280704816675,1555,0.7142791522356249,0,0,4958,2.2774251040413045
23,Female,Native American,Kings County Sheriff's Office,Pending investigation/No Known Charges,2016,10,21,Auburn,WA,King,Gunshot,No known charges,Yes,47.3039,-122.2108,47.3039,-122.2108,Washington,0500000US53033,907761,4.1,2.3,4.6,4.9,7.9,13.4,11,19.3,11.6,21,102594,139525,36931,Very High,2252782,1398899,62.09651000407496,151745,6.735893663923095,425891,18.905113766001328,15174,0.6735671716126993,15988,0.7097002728182309,102437,4.547133277875978
58,Male,White,Tulsa Police Department,Pending investigation/No Known Charges,2016,10,21,Tulsa,OK,Tulsa,"Gunshot, Taser",No known charges,Unknown,36.1284,-95.9042,36.1284,-95.9042,Oklahoma,0500000US40143,255352,6.6,4,9.5,10.1,13.3,18.3,12.1,13.4,5.7,7,57483,84293,26810,Low,651552,457630,70.23691125190314,64765,9.940112224350473,23436,3.596950051569176,35498,5.448222091252886,842,0.12922990029959236,17635,2.7066143607877806
29,Male,White,Jacksonville Sheriff's Office,Justified by District Attorney,2016,10,20,Jacksonville,FL,Duval,Gunshot,No known charges,Drug or alcohol use,30.3322,-81.6749,30.3322,-81.6749,Florida,0500000US12031,368668,6.8,3.8,8.8,9.5,13.8,19.4,13.1,13.7,5.7,5.5,58415,79366,20951,Low,957755,560489,58.521124922344434,285600,29.81973469206634,45052,4.703916972503406,3571,0.3728510944865858,471,0.04917750364132789,26704,2.7881869580425054
24,Male,Hispanic,Dallas Police Department,Pending investigation/No Known Charges,2016,10,19,Dallas,TX,Dallas,Gunshot,No known charges,No,32.7936,-96.7662,32.7936,-96.7662,Texas,0500000US48113,940587,6.2,3.2,7.7,8.7,14.3,19.3,12.4,14.5,5.6,8.1,61796,91752,29956,Middle,2635516,1580364,59.96412087803679,596492,22.63283546751376,172315,6.538188347177555,12686,0.48134786508600214,1581,0.0599882527747887,203034,7.703766548941459
28,Male,Hispanic,Nevada Highway Patrol,Pending investigation/No Known Charges,2016,10,19,Henderson,NV,Clark,Gunshot,No known charges,No,36.0133,-115.038,36.0133,-115.038,Nevada,0500000US32003,813607,6.6,3.8,7.7,8.3,13.2,19,13.6,15.3,6,6.5,62107,85925,23818,Middle,2266715,1345727,59.36904286599771,279196,12.317207941889475,226665,9.999713241408822,23279,1.026992806771032,18472,0.814923799418983,257441,11.357448995572888
38,Male,White,Willoughby Police Department,Justified by District Attorney,2016,10,19,Willoughby,OH,Lake,Gunshot,No known charges,No,41.646,-81.4084,41.646,-81.4084,Ohio,0500000US39085,96967,2.8,4,8.3,8.3,14,20.3,15.5,16.4,6.2,4.2,64076,79074,14998,Middle,230149,209083,90.84679924744404,10865,4.720854750618078,2979,1.2943788589131389,113,0.04909862741093814,228,0.09906625707693713,1988,0.8637882415304868
66,Female,Black,New York Police Department,"Charged with murder, Acquitted",2016,10,18,New York,NY,Bronx,Gunshot,"Charged, Acquitted",Yes,40.6943,-73.9249,40.6943,-73.9249,New York,0500000US36005,513890,14.7,8.5,11.8,9.1,12.3,16.9,9.6,10,3.8,3.3,41432,59664,18232,Very Low,1418207,321736,22.686109996636596,542543,38.25555789810655,53314,3.759253761968458,7621,0.5373686633897591,1449,0.10217126272821951,429572,30.289795495297938
28,Male,Black,Benton Harbor Department of Public Safety,Justified by Prosecutor,2016,10,18,Benton Harbor,MI,Berrien,Gunshot,No known charges,Unknown,42.1159,-86.4488,42.1159,-86.4488,Michigan,0500000US26021,61809,7.1,3.4,12.2,10.6,16.6,15.4,10.1,14.2,5.8,4.7,50153,76451,26298,Very Low,153401,121331,79.0940085136342,22252,14.505772452591573,2557,1.6668730973070578,876,0.5710523399456326,0,0,1338,0.8722237795060006
42,Male,Hispanic,Tulsa Police Department,Pending investigation/No Known Charges,2016,10,18,Tulsa,OK,Tulsa,Gunshot,No known charges,No,36.1284,-95.9042,36.1284,-95.9042,Oklahoma,0500000US40143,255352,6.6,4,9.5,10.1,13.3,18.3,12.1,13.4,5.7,7,57483,84293,26810,Low,651552,457630,70.23691125190314,64765,9.940112224350473,23436,3.596950051569176,35498,5.448222091252886,842,0.12922990029959236,17635,2.7066143607877806
34,Male,White,"Paris Police Department, Kentucky State Police",Pending investigation/No Known Charges,2016,10,18,Paris,KY,Bourbon,Gunshot,No known charges,No,38.2016,-84.2719,38.2016,-84.2719,Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Male,Hispanic,Miami-Dade Police Department,Pending investigation/No Known Charges,2016,10,17,Miami,FL,Miami-Dade,Gunshot,No known charges,Yes,25.7839,-80.2102,25.7839,-80.2102,Florida,0500000US12086,912805,8,5.3,9.8,10.3,12.2,18,11.5,12.8,5.3,6.8,55171,82803,27632,Low,2716940,2053027,75.56394325969657,456189,16.790543773509906,42480,1.5635236700111153,4788,0.17622766789108335,986,0.03629082718057815,106731,3.9283532209029275
17,Male,White,Benton Police Department,Pending investigation/No Known Charges,2016,10,17,Benton,AR,Saline,Gunshot,No known charges,Yes,34.5775,-92.5712,34.5775,-92.5712,Arkansas,0500000US05125,45455,3.2,6,7.6,7.8,12.4,20.5,12.9,19.6,7,3.1,66327,77398,11071,High,122437,107328,87.65977604809004,9375,7.656999109746236,1747,1.4268562607708455,246,0.20091965663974123,0,0,632,0.5161838333183596
39,Male,White,Pasco County Sheriff's Office,Pending investigation/No Known Charges,2016,10,17,Holiday,FL,Pasco,"Gunshot, Taser",No known charges,Yes,28.1864,-82.7429,28.1864,-82.7429,Florida,0500000US12101,212856,5.7,4.3,10.2,9.8,15.4,17.8,12.6,14.2,5.2,4.7,55828,73875,18047,Low,553947,475775,85.88818063821991,33988,6.135605030806196,14880,2.6861775585028895,1456,0.26284102991802466,399,0.07202855146792021,8648,1.561160183194421
26,Female,White,Austin Police Department,Pending investigation/No Known Charges,2016,10,16,Austin,TX,Travis,Gunshot,No known charges,Yes,30.3004,-97.7522,30.3004,-97.7522,Texas,0500000US48453,507751,5.4,2.2,5.8,6.2,10.7,16.1,13.2,17.5,9.8,13.1,80726,114226,33500,Very High,1273954,920247,72.23549672908128,104062,8.16842680347956,87316,6.853936641354396,9660,0.7582691368762137,504,0.039561868010932894,100839,7.915434937211234
32,Male,White,Santa Cruz Police Department,Pending investigation/No Known Charges,2016,10,16,Santa Cruz,CA,Santa Cruz,"Gunshot, Taser",No known charges,Yes,36.9789,-122.0346,36.9789,-122.0346,California,0500000US06087,97710,3,3.4,7.2,6.4,9.8,12.1,12.2,18.2,10.4,17.3,89269,126138,36869,Very High,273213,210821,77.1636049529122,4743,1.736008169450209,14422,5.278665363653999,1460,0.53438159970426,212,0.0775951363954131,27687,10.133851610282088
38,Male,White,Lee County Sheriff's Office,Pending investigation/No Known Charges,2016,10,15,Phenix City,AL,Lee,Gunshot,No known charges,No,32.4588,-85.0251,32.4588,-85.0251,Alabama,0500000US01081,64448,11.2,6.3,11.7,6.3,12.2,17.9,9.8,13,5.7,5.8,53712,78000,24288,Very Low,164542,116738,70.94723535632241,37396,22.727327977051452,7191,4.370312746897449,586,0.356140073659005,0,0,197,0.11972627049628666
24,Male,Hispanic,Dallas Police Department,Pending investigation/No Known Charges,2016,10,14,Dallas,TX,Dallas,Gunshot,No known charges,No,32.7936,-96.7662,32.7936,-96.7662,Texas,0500000US48113,940587,6.2,3.2,7.7,8.7,14.3,19.3,12.4,14.5,5.6,8.1,61796,91752,29956,Middle,2635516,1580364,59.96412087803679,596492,22.63283546751376,172315,6.538188347177555,12686,0.48134786508600214,1581,0.0599882527747887,203034,7.703766548941459
23,Male,White,Beaumont Police Department,Grand jury/No bill or Cleared,2016,10,14,Beaumont,TX,Jefferson,Gunshot,No known charges,Unknown,30.0849,-94.1451,30.0849,-94.1451,Texas,0500000US48245,89273,9,4,10.8,8.2,14.1,18.6,12.3,11.7,5.3,6.1,55797,73960,18163,Low,251565,147563,58.658000914276634,84307,33.513008566374495,9984,3.968755590006559,1063,0.42255480690875125,853,0.3390773756285652,4596,1.8269632103035
26,Male,White,San Francisco Police Department,Justified by District Attorney,2016,10,14,San Francisco,CA,San Francisco,Gunshot,No known charges,Yes,37.7562,-122.443,37.7562,-122.443,California,0500000US06075,365851,4,5.1,4.8,4.2,5.8,10.2,8.2,15,11.9,30.7,123859,173858,49999,Very High,881549,398662,45.22289742260499,48225,5.470484340632228,307649,34.898684020967636,3568,0.40474210735875144,3785,0.42935786893298045,69536,7.887933625924368
38,Male,White,Kent Police Department,Pending investigation/No Known Charges,2016,10,13,Kent,WA,King,Gunshot,No known charges,No,47.3887,-122.2129,47.3887,-122.2129,Washington,0500000US53033,907761,4.1,2.3,4.6,4.9,7.9,13.4,11,19.3,11.6,21,102594,139525,36931,Very High,2252782,1398899,62.09651000407496,151745,6.735893663923095,425891,18.905113766001328,15174,0.6735671716126993,15988,0.7097002728182309,102437,4.547133277875978
46,Male,White,Grants Pass Department of Public Safety,Justified by District Attorney,2016,10,13,Grants Pass,OR,Josephine,"Gunshot, Taser",No known charges,Yes,42.4333,-123.3317,42.4333,-123.3317,Oregon,0500000US41033,35206,5,3.4,15.3,10.5,17.9,19.8,10.5,12,3.1,2.6,47573,63233,15660,Very Low,87487,81112,92.71320310446124,721,0.8241224410483843,410,0.46864105524249317,1300,1.4859350532079052,0,0,545,0.6229496953833141
50,Male,White,Las Vegas Metropolitan Police Department,Pending investigation/No Known Charges,2016,10,13,Las Vegas,NV,Clark,Gunshot,No known charges,No,36.2333,-115.2654,36.2333,-115.2654,Nevada,0500000US32003,813607,6.6,3.8,7.7,8.3,13.2,19,13.6,15.3,6,6.5,62107,85925,23818,Middle,2266715,1345727,59.36904286599771,279196,12.317207941889475,226665,9.999713241408822,23279,1.026992806771032,18472,0.814923799418983,257441,11.357448995572888
33,Male,Black,Boston Police Department,Pending investigation/No Known Charges,2016,10,12,Boston,MA,Suffolk,Gunshot,No known charges,Unknown,42.3188,-71.0846,42.3188,-71.0846,Massachusetts,0500000US25025,309945,9.4,5.4,6.5,5.9,8,13.3,10.5,15.2,10.9,14.9,77558,116061,38503,Very High,803907,443334,55.147423769167325,178818,22.243617731901825,71580,8.904015016662376,1814,0.2256479916209213,616,0.07662577885252897,44334,5.514817012415615
22,Male,White,Kentucky State Police,Pending investigation/No Known Charges,2016,10,12,Morehead,KY,Rowan,Gunshot,No known charges,No,38.1906,-83.4467,38.1906,-83.4467,Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Male,White,Livingston Parish Sheriff's Office,Pending investigation/No Known Charges,2016,10,12,Denham Springs,LA,Livingston,Gunshot,No known charges,No,30.4743,-90.9594,30.4743,-90.9594,Louisiana,0500000US22063,47014,9.8,2.9,8.1,7.2,11.4,17.2,12.2,23.2,4.8,3.3,62187,76802,14615,Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Male,Asian,Seattle Police Department,Pending investigation/No Known Charges,2016,10,11,Seattle,WA,King,Gunshot,No known charges,No,47.6211,-122.3244,47.6211,-122.3244,Washington,0500000US53033,907761,4.1,2.3,4.6,4.9,7.9,13.4,11,19.3,11.6,21,102594,139525,36931,Very High,2252782,1398899,62.09651000407496,151745,6.735893663923095,425891,18.905113766001328,15174,0.6735671716126993,15988,0.7097002728182309,102437,4.547133277875978
30,Male,White,Concord Police Department,Pending investigation/No Known Charges,2016,10,11,Concord,CA,Contra Costa,Gunshot,No known charges,No,37.9722,-122.0016,37.9722,-122.0016,California,0500000US06013,399792,3.3,2.8,4,4.8,6.9,12.2,12.5,18.9,12.2,22.4,107135,146387,39252,Very High,1153526,600481,52.0561305076782,101590,8.806910290708663,205366,17.80332649632518,5863,0.5082676940094978,4625,0.4009445820900439,162355,14.074671918968452
27,Male,Hispanic,California Highway Patrol,Justified by District Attorney,2016,10,10,Irvine,CA,Orange,Gunshot,No known charges,Yes,33.6772,-117.7738,33.6772,-117.7738,California,0500000US06059,1044280,4.1,2.6,4.9,5.4,8.3,14.2,12.4,19.7,11.5,17,95934,127176,31242,Very High,3175692,1881453,59.24544949573195,55517,1.7481859071975494,672223,21.167764380172887,12961,0.40813151905159567,11166,0.35160840534913335,410006,12.910760867237755
19,Male,Native American,Midland Police Department,Pending investigation/No Known Charges,2016,10,10,Midland,TX,Midland,Gunshot,No known charges,Unknown,32.0249,-102.1137,32.0249,-102.1137,Texas,0500000US48329,59325,5.7,2.3,9.3,4.2,8.6,15.5,11,20.4,9.8,13.2,82558,107722,25164,Very High,176832,125450,70.94304198335143,11443,6.471113825551936,2881,1.6292300036192544,1378,0.7792707202316322,95,0.0537233079985523,28953,16.373167752442995
50,Male,Native American,North Carolina State Highway Patrol,Pending investigation/No Known Charges,2016,10,10,Lumberton,NC,Robeson,Gunshot,No known charges,No,34.6312,-79.0186,34.6312,-79.0186,North Carolina,0500000US37155,46272,16.3,9.6,13.1,10.9,16.1,14.5,8.9,7.3,2.3,1,35035,48129,13094,Very Low,130625,35102,26.872344497607653,30428,23.29416267942584,628,0.4807655502392345,52786,40.410334928229666,59,0.04516746411483254,9448,7.232918660287082
26,Male,White,Westlake Police Department,Justified by Prosecutor,2016,10,10,Westlake,OH,Cuyahoga,Gunshot,No known charges,No,41.4524,-81.9295,41.4524,-81.9295,Ohio,0500000US39035,549471,8.5,5.7,10.4,9.9,12.9,18.2,11.7,12.6,4.8,5.4,52423,75382,22959,Very Low,1235072,766146,62.03249689086952,366313,29.65924253808685,40838,3.306527878536636,3975,0.32184358482744324,964,0.07805212975437868,20009,1.6200674940408333
41,Male,Black,Syracuse Police Department,Grand jury/No bill or Cleared,2016,10,9,Syracuse,NY,Onondaga,Gunshot,No known charges,Unknown,43.0409,-76.1438,43.0409,-76.1438,New York,0500000US36067,183218,8.1,4.3,8.4,7.3,13.1,17.5,13.1,15.2,6.1,6.8,61577,83860,22283,Middle,460528,361908,78.58544974464094,53491,11.615146093180002,17372,3.7721919188409823,3274,0.7109231143383247,178,0.0386512872181496,5379,1.1680071570023973
40,Male,White,Arizona Department of Public Safety,Pending investigation/No Known Charges,2016,10,9,Scottsdale,AZ,Maricopa,Gunshot,No known charges,Yes,33.6872,-111.8651,33.6872,-111.8651,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High,4485414,3547155,79.08199778214453,266128,5.933186992326684,192301,4.287251968268704,93358,2.0813686317472593,10045,0.22394811270486958,213953,4.7699721809402655
21,Male,Hispanic,Federal Way Police Department,Pending investigation/No Known Charges,2016,10,8,Federal Way,WA,King,Gunshot,No known charges,Yes,47.3091,-122.3358,47.3091,-122.3358,Washington,0500000US53033,907761,4.1,2.3,4.6,4.9,7.9,13.4,11,19.3,11.6,21,102594,139525,36931,Very High,2252782,1398899,62.09651000407496,151745,6.735893663923095,425891,18.905113766001328,15174,0.6735671716126993,15988,0.7097002728182309,102437,4.547133277875978
53,Female,White,Modesto Police Department,Pending investigation/No Known Charges,2016,10,8,Modesto,CA,Stanislaus,Gunshot,No known charges,Drug or alcohol use,37.6374,-121.0028,37.6374,-121.0028,California,0500000US06099,174698,4.7,3.9,7.8,9.4,13.2,18.8,13.8,16.9,6.1,5.2,63037,79840,16803,Middle,550660,442681,80.39098536301891,16542,3.0040315258053973,32487,5.899647695492682,4230,0.7681691061635129,3363,0.6107216794392184,29002,5.266770784149929
62,Male,White,Fort Wayne Police Department,Justified by Prosecutor,2016,10,8,Fort Wayne,IN,Allen,Gunshot,No known charges,Unknown,41.0886,-85.1437,41.0886,-85.1437,Indiana,0500000US18003,146280,4.9,3.7,8.3,10.9,16.1,19.9,12.8,14.2,5.1,4.1,56519,76589,20070,Low,379299,294918,77.75343462545379,42717,11.262091384369587,17143,4.51965336054142,1316,0.34695583167896565,90,0.023727982409655707,9586,2.527293770877329
39,Male,White,Wetumka Police Department,Pending investigation/No Known Charges,2016,10,8,Wetumka,OK,Hughes,Gunshot,No known charges,No,35.2409,-96.239,35.2409,-96.239,Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Male,Black,Rapides Parish Sheriff's Office,Pending investigation/No Known Charges,2016,10,7,Alexandria,LA,Rapides,Gunshot,No known charges,No,31.2923,-92.4702,31.2923,-92.4702,Louisiana,0500000US22079,48975,6.8,5.2,12.6,9,15.8,21.6,9.5,12.7,4.2,2.6,50490,68816,18326,Very Low,129648,82021,63.264377391089724,41183,31.76524126866593,1663,1.2827039368135258,283,0.2182833518449957,0,0,943,0.7273540663951623
57,Male,Black,Bibb County Sheriff's Office,Pending investigation/No Known Charges,2016,10,7,Macon,GA,Bibb,Gunshot,No known charges,No,32.8065,-83.6974,32.8065,-83.6974,Georgia,0500000US13021,56726,10.9,6.3,10.6,13.4,14.4,14.5,10.9,10.8,4.2,4,42140,67678,25538,Very Low,153159,60153,39.2748712122696,83244,54.35136035100777,3412,2.2277502464758845,0,0,130,0.08487911255623241,2109,1.3770003721622628
36,Male,White,Fort Wayne Police Department,Pending investigation/No Known Charges,2016,10,7,Fort Wayne,IN,Allen,Gunshot,No known charges,No,41.0886,-85.1437,41.0886,-85.1437,Indiana,0500000US18003,146280,4.9,3.7,8.3,10.9,16.1,19.9,12.8,14.2,5.1,4.1,56519,76589,20070,Low,379299,294918,77.75343462545379,42717,11.262091384369587,17143,4.51965336054142,1316,0.34695583167896565,90,0.023727982409655707,9586,2.527293770877329
42,Male,White,"U.S. Marshals, Lauderdale County Sheriff's Office, Florence Police Department, Huntsville Police Department, Madison County Sheriff's Office",Pending investigation/No Known Charges,2016,10,7,Killen,AL,Lauderdale,Gunshot,No known charges,No,34.8607,-87.5269,34.8607,-87.5269,Alabama,0500000US01077,38761,9.3,7,10.8,10.2,15.2,16.6,13.3,12.5,2.3,2.8,46632,62091,15459,Very Low,92729,79178,85.38644868379903,10533,11.358906059593007,117,0.12617412028599467,224,0.24156412772703253,0,0,620,0.6686149963873222
49,Male,White,Benton Police Department,Pending investigation/No Known Charges,2016,10,7,Benton,AR,Saline,Gunshot,No known charges,Unknown,34.5775,-92.5712,34.5775,-92.5712,Arkansas,0500000US05125,45455,3.2,6,7.6,7.8,12.4,20.5,12.9,19.6,7,3.1,66327,77398,11071,High,122437,107328,87.65977604809004,9375,7.656999109746236,1747,1.4268562607708455,246,0.20091965663974123,0,0,632,0.5161838333183596
46,Male,White,Harris County Sheriff's Office,Pending investigation/No Known Charges,2016,10,6,Houston,TX,Harris,Gunshot,No known charges,No,29.7863,-95.3889,29.7863,-95.3889,Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,92488,30870,Middle,4713325,2895713,61.436735213463955,901998,19.137190836617464,331518,7.033633369224486,20316,0.4310332939061066,2396,0.050834601899932635,436847,9.268340290559212
32,Male,Unknown race,Gibson County Sheriff's Office,Pending investigation/No Known Charges,2016,10,5,Humboldt,TN,Gibson,Gunshot,No known charges,Unknown,35.8254,-88.9043,35.8254,-88.9043,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Male,White,"University of Colorado Boulder Police Department, Boulder Police Department",Justified by District Attorney,2016,10,5,Boulder,CO,Boulder,Gunshot,No known charges,Yes,40.0249,-105.2523,40.0249,-105.2523,Colorado,0500000US08013,131854,5.8,2.6,5.8,5,9,14.7,13.7,17,10.5,15.9,88535,125894,37359,Very High,326196,291979,89.51029442421121,3897,1.1946804988411874,16360,5.015389520411041,1000,0.30656415161436684,76,0.02329887552269188,3827,1.1732210082281818
